,title,year,genre,mix,bpm,artist
341,Automatic,2016,Dance,—,122,ZHU ft. AlunaGeorge
342,Automatic,2015,Dance,Suraci Radio Edit,126,ZHU ft. AlunaGeorge
343,Working For It,2016,—,Intro Edit,100,ZHU x Skrillex x THEY.
344,Working For It,2016,Pop,Promo Only Intro Edit*,100,ZHU x Skrillex x THEY.
345,Working For It,2016,Dance,Clean Radio Edit,100,ZHU x Skrillex x THEY.
346,Working For It,2016,Dance,—,100,ZHU x Skrillex x THEY.
347,Working For It,2016,Dance,EXPLICIT,100,ZHU x Skrillex x THEY.
348,Working For It,2016,Electronica,Original Mix - Explicit,100,ZHU x Skrillex x THEY.
349,Working For It,2016,Electronica, Quick Edit,100,ZHU x Skrillex x THEY.
350,Working For It,2016,Dance,Promo Only Quick Edit*,100,ZHU x Skrillex x THEY.
351,Sunshine,2015,Dance,Beaten Bass Radio Remix,128,ZIA
352,Sunshine,2015,Dance,H3DRush Radio Edit,130,ZIA
353,Sunshine,2015,Dance,—,128,ZIA
354,Sunshine,2015,Dance,Beaten Bass Radio Remix,128,ZIA
355,Sunshine,2015,Dance,H3DRush Radio Edit,130,ZIA
356,Sunshine,2015,Dance,—,128,ZIA
357,Ambidextrous,2016,Urban,EXPLICIT,80,Zig
358,Ambidextrous,2016,Urban,EXPLICIT,80,Zig
359,Lost Precision,2014,Dance,Original Mix,124,Ziger
360,Cosmic,2012,—,Menini & Viani Original Club Mix,128,Ziggy
361,Forward To Love,2011,Reggae,—,75,Ziggy Marley
362,I Don't Wanna Live On Mars,2014,Urban,—,97,Ziggy Marley
363,Love Is My Religion,2006,—,—,95,Ziggy Marley
364,People Get Ready,1997,—,R.h. Factor Reggae Vocal Mix,90,Ziggy Marley
365,Power To Move Ya,1995,—,—,97,Ziggy Marley
366,Rebellion Rises,2018,Reggae,—,92,Ziggy Marley
367,Weekend's Long,2016,—,—,90,Ziggy Marley
368,Forward To Love,2011,Reggae,—,75,Ziggy Marley
369,I Don't Wanna Live On Mars,2014,Urban,—,97,Ziggy Marley
370,Love Is My Religion,2006,—,—,95,Ziggy Marley
371,People Get Ready,1997,—,R.h. Factor Reggae Vocal Mix,90,Ziggy Marley
372,Power To Move Ya,1995,—,—,97,Ziggy Marley
373,Rebellion Rises,2018,Reggae,—,92,Ziggy Marley
374,Weekend's Long,2016,—,—,90,Ziggy Marley
375,Coming Alive,2015,Dance,Lyric Video,116,Zigity
376,Only Girl,2017,Electronica,Radio Mix,124,Zigity
377,Energizer,—,—,—,303,Zigzag
