,title,year,genre,mix,bpm,artist
101,Turn It Up,2011,—,Wawa Club Mix,128,Ultra Nate
102,Turn It Up,2011,—,Paul Oakenfold Radio Edit,126,Ultra Nate
103,Turn It Up,2011,—,—,126,Ultra Nate
104,Twisted,2008,—,Craig C's Master Vocal Mix,127,Ultra Nate
105,Twisted (Goe Me Goin' Round),2009,—,Craig C's Master Vocal Mix*,127,Ultra Nate
106,Twisted (Got Me Goin' Round),2009,—,Craig C's Master Vocal Mix*,127,Ultra Nate
107,Twisted (Got Me Goin' Round),2008,—,Craig C's Master Vocal Mix,127,Ultra Nate
108,Twisted (Got Me Goin' Round),2008,—,Craig C Radio Edit,127,Ultra Nate
109,Twisted (Got Me Goin' Round),2008,—,—,127,Ultra Nate
110,Twisted (Got Me Goin' Round),2008,Dance,The Cube Guys Vocal Mix,130,Ultra Nate
111,,,,,,
112,Give It All You Got,2008,—,—,129,Ultra Nate ft. Chris Willis
113,Hey DJ,2010,—,—,133,Ultra Nate ft. DJ Class
114,Faster Faster Pussycat,2010,—,—,130,Ultra Nate ft. DJ King Tutt
115,Faster Faster Pussycat,2010,—,—,130,Ultra Nate ft. DJ King Tutt
116,Faster Faster Pussycat,2010,—,—,130,Ultra Nate ft. DJ King Tutt
117,Pulsating Rhythm,2001,—,Mark Shimmon & 3rd Degree Mix,135,Ultrasonik
118,Wonderland,2000,—,Ultrasonus Mix,140,Ultrasonus
119,Where,2000,—,—,99,Ultraspank
120,We Can Runaway,2004,Dance,—,140,UltraSun
121,Playboy Mansion,2000,—,—,86,Ultra V
122,Black Trees,2016,Rock,—,116,Ultra Violent Rays
123,Heaven,2000,—,Way Out West Mix,130,Ultraviolet
124,Dead On The Dancefloor,2011,—, Quick Edit,157,Ultraviolet Sound
125,Dead On The Dancefloor,2011,Top 40,—,157,Ultraviolet Sound
126,Girl Talk,2011,Top 40,—,123,Ultraviolet Sound
127,Neon Child,2012,Top 40,—,121,Ultraviolet Sound
128,Suck My Kiss,2010,Top 40,—,125,Ultraviolet Sound
129,Suck My Kiss,2010,—,Vicious Suck This Vocal Extended,125,Ultraviolet Sound
130,Suck My Kiss,2010,Dance,Johnny Vicious Radio Edit,125,Ultraviolet Sound
131,After A Fashion,—,—,—,117,Ultravox
132,All Fall Down,—,—,—,62,Ultravox
133,All Stood Still,1998,—,Ultravox: The Collection,158,Ultravox
134,Dancing With Tears In My Eyes,—,—,—,145,Ultravox
135,Love's Great Adventure,—,—,—,140,Ultravox
136,Reap The Wild Wind,2008,—,—,133,Ultravox
137,The Voice,1998,—,Ultravox: The Collection,156,Ultravox
138,Vienna,—,—,—,81,Ultravox
139,Sunny,2014,—,U So Witty Remix,118,Umami
140,Cry India,2009,Rock,—,130,Umboza
141,Cry India,1996,—,Tocayo's Vital Organ Mix,130,Umboza
142,Sunshine,1996,House,—,128,Umboza
143,Again & Again,2007,Rock,—,118,Umbrellas
144,Black Stone,2014,Rock,—,71,Ume
145,Black Stone,2014,Rock,—,71,Ume
146,Voice 9,2003,—,Original Mix,133,Umek
147,Voice 9,2003,—,Original Mix,133,Umek
148,Live The Life,2015,Dance,—,123,UMEK ft. Jameisha Trice
149,Live The Life,2015,—,* *,123,UMEK ft. Jameisha Trice
150,Heya (D' Wining Chant),2011,—,—,100,Umi Marcano
151,In The Front Of Meh,2011,—,—,106,Umi Marcano
152,Naughty Shortie,2011,—,—,114,Umi Marcano
153,On The Road Wit U,2011,—,—,105,Umi Marcano
154,Wine Up,2011,—,—,130,Umi Marcano
155,Carried Away,2003,—,Nelson's Zooloo Vocal Mix,127,Umlungu
156,Raise Your Hands,2014,Dance,—,128,Ummet Ozcan
157,Wake Up The Sun,2016,Dance,Lyric Video,128,Ummet Ozcan
158,Change My Heart,2018,Electronica,Clean Edit,90,Ummet Ozcan ft. Laurell
159,Change My Heart,2018,Electronica,PopRoXxX Intro Edit,90,Ummet Ozcan ft. Laurell
160,Change My Heart,2018,Electronica,PopRoXxX Quick Edit,90,Ummet Ozcan ft. Laurell
161,I Don't Care,2020,Electronica,Extended Mix,128,Ummet Ozcan ft. Robin Valo
162,I Don't Care,2020,Electronica,Extended Mix,128,Ummet Ozcan ft. Robin Valo
163,Starchild,2019,House,PO Quick Edit,124,Ummet Ozcan x PollyAnna
164,Starchild,2019,—,Extended Mix,124,Ummet Ozcan x PollyAnna
165,Starchild,2019,Dance,—,124,Ummet Ozcan x PollyAnna
166,The Raft,2016,House,Mystery Skulls Remix,118,Una
167,You're Not Alone,2009,—,Jose Amnesia Dub,131,Una
168,You're Not Alone,2009,—,Jose Amnesia Club Mix,131,Una
169,The Raft,2016,House,Mystery Skulls Remix,118,Una
170,You're Not Alone,2009,—,Jose Amnesia Dub,131,Una
171,You're Not Alone,2009,—,Jose Amnesia Club Mix,131,Una
